,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume
,AAPL,AMZN,AVGO,GOOGL,META,MSFT,NVDA,AAPL,AMZN,AVGO,GOOGL,META,MSFT,NVDA,AAPL,AMZN,AVGO,GOOGL,META,MSFT,NVDA,AAPL,AMZN,AVGO,GOOGL,META,MSFT,NVDA,AAPL,AMZN,AVGO,GOOGL,META,MSFT,NVDA
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-18,15.940140724182127,10.692500114440918,2.167273998260498,14.935452461242676,38.05066680908203,23.307397842407227,0.2769150137901306,16.33174654760606,10.981499671936035,2.1838786966421977,15.731976442873997,44.78890993752098,23.737393452974025,0.2920445009858772,15.693697149746686,10.64050006866455,2.1448936553277207,14.843411270013462,37.821746169462166,23.22776857562021,0.2755396257373225,16.047734777683836,10.970499992370604,2.1824347424732515,15.549884837125884,41.85274730447847,23.72146881465817,0.2906690856062119,732292400,104634000,22855000,238701060,573576400.0,56205300,567288000
2012-05-21,16.868806838989258,10.905500411987305,2.231528043746948,15.27649974822998,33.87036895751953,23.68961524963379,0.2817289233207702,16.876621905974254,10.99899959564209,2.231528043746948,15.315803367768588,36.4880330695126,23.7214675621876,0.2831043386175806,16.050431771492693,10.640999794006348,2.144172818507341,14.925501172352352,32.84520175411063,23.140175008495408,0.2755396091388348,16.06395766376679,10.701499938964844,2.1658311089417843,14.938188107718616,36.35864181767943,23.17202732104922,0.2773734870922967,631106000,71596000,28360000,122892984,168192700.0,38787900,416260000
2012-05-22,16.739282608032227,10.76650047302246,2.2575178146362305,14.945402145385742,30.854581832885746,23.69757843017578,0.2782904505729675,17.24749814407193,10.943499565124512,2.2683468727738423,15.269037018425276,33.432432531440895,23.79313233064641,0.281958206982922,16.607344505509424,10.697999954223633,2.225752187283077,14.825998205522962,30.79486381895514,23.490542954086926,0.2741642314434835,17.117362531654273,10.915499687194824,2.233693680183753,15.25983204636329,32.45703007750149,23.6418384017676,0.2814997442633926,694870400,74662000,28475000,121953924,101786600.0,39504900,410140000
2012-05-23,17.147716522216797,10.86400032043457,2.419955015182495,15.16082763671875,31.84989356994629,23.17999649047852,0.2851675450801849,17.2150378319619,10.8774995803833,2.425008598495368,15.16430960005107,32.3475481569767,23.41091974196874,0.2856260352419066,16.62687721533944,10.559000015258787,2.274122474029624,14.853859341962943,31.212896306035876,22.805739313632397,0.2711842509924622,16.755207107766076,10.73550033569336,2.287839269253948,14.966546785827008,31.222849625584672,23.371105859615955,0.275310471159894,584897600,84876000,47735000,126996876,73600000.0,65171000,496000000
2012-05-24,16.990232467651367,10.76200008392334,2.347038507461548,15.01654815673828,32.87506103515625,23.148143768310547,0.2776028215885162,17.326238726759865,10.883000373840332,2.419954859406643,15.222020960738654,33.05421699148979,23.33129005404237,0.2872306780644365,16.86731004276773,10.635000228881836,2.341263033225689,14.897392586839787,31.620973137624688,22.90129436063713,0.2755397251018859,17.307303755403545,10.848999977111816,2.415623167667368,15.15336381201654,32.79543827500979,23.219809970345125,0.2867722152148372,496230000,62822000,27487000,75576348,50237200.0,52575000,520420000
2012-05-25,16.899168014526367,10.64449977874756,2.393242120742798,14.714803695678713,31.760311126708984,23.140180587768555,0.2842504978179931,17.006161761756974,10.798999786376951,2.411290600269132,14.968536726087253,32.79543343342029,23.37906843311424,0.2865428383385532,16.7843608025265,10.611000061035156,2.3513693453022344,14.633957303324026,30.96406465877823,23.10036670627872,0.277373476256313,16.968293422746896,10.749500274658203,2.353535190385346,14.950377998037323,32.745668741075114,23.251662189784096,0.277373476256313,328507200,43428000,15457000,143132724,37149800.0,29507200,391752000
2012-05-29,17.19911003112793,10.737500190734863,2.487095355987549,14.784704208374023,28.704713821411133,23.5383243560791,0.2915859222412109,17.25110456711813,10.827500343322754,2.491427047362809,14.903859778361957,31.541345059558346,23.66573059333728,0.2934197997470719,16.989934507286634,10.614500045776367,2.3975744801060745,14.634952296335532,28.515604565960945,23.26758572220494,0.287688949620537,17.157936855934356,10.71500015258789,2.4221205017328864,14.821271932564825,31.33232916702889,23.39499195946312,0.288835119645844,380508800,53878000,19163000,104123772,78063400.0,37758800,310000000
2012-05-30,17.40648078918457,10.46150016784668,2.3867456912994385,14.632712364196776,28.057764053344727,23.36313819885254,0.2881475687026977,17.43112498031897,10.64900016784668,2.458218095781997,14.724006535256722,29.411383138084013,23.474618262625576,0.2904399099986359,17.027497300967745,10.387499809265137,2.3730287234594054,14.515795950263731,27.72931212636516,23.1879550245232,0.2831044233170064,17.10684055356295,10.607000350952148,2.4509986662016816,14.630970908663334,28.5653719220225,23.37110127752232,0.2883768137630371,529429600,81564000,26237000,76191732,57267900.0,41585500,379792000
2012-05-31,17.363210678100586,10.645500183105469,2.3896327018737797,14.449377059936523,29.461151123046875,23.24370002746582,0.2849381864070892,17.47651397544871,10.689499855041504,2.40984720182507,14.676742708643756,29.530822459574104,23.426846319633857,0.2892936221744903,17.174770975892628,10.35550022125244,2.3441502921392834,14.403107619550838,26.70414433097357,23.04462757455214,0.281270430888439,17.45367226440111,10.473999977111816,2.4026277744406217,14.644901658740578,28.416075379933822,23.331290873962285,0.2881474519907686,491674400,98880000,19157000,118613268,111639200.0,39134000,358192000
2012-06-01,16.860092163085938,10.41100025177002,2.236581563949585,14.203604698181152,27.5899658203125,22.654436111450195,0.2746225595474243,17.210524663411697,10.56149959564209,2.358589981560216,14.245147467230955,29.01325804686854,23.0605424060824,0.2817288238607617,16.845967580447503,10.364999771118164,2.2279181791725797,14.138181141053815,27.261513914061208,22.646473034465025,0.2741640970526258,17.105635191725444,10.42199993133545,2.341263384130992,14.22375420199553,28.75447746945823,22.901285422783918,0.2789780215651248,520987600,79030000,38892000,122193684,41855500.0,56634300,440984000
